method,obstacle_speed_m_per_s,run_count,simulation_exception_count,success_count,success_rate_percent,average_completion_time_successful_s,average_minimum_obstacle_clearance_m,minimum_obstacle_clearance_m,average_minimum_inter_uav_distance_m,average_mean_formation_error_m,average_max_formation_error_m,maximum_formation_error_m,average_recovery_time_recovered_s,unrecovered_count,average_total_flight_distance_m,total_collisions,maximum_dynamic_roll_deg,maximum_dynamic_pitch_deg,average_attitude_change_rms_deg_per_s
current_position,0.5,5,0,5,100.0,20.650000000000002,1.6964909501438346,1.6957590998670515,3.656712994456465,4.02319942507679,5.3043068649920535,5.309577037854396,8.600000000000001,0,246.46937563971028,0,1.6128876175010791,0.5092459479057747,8.401087793570984
predicted_position,0.5,5,0,5,100.0,20.700000000000003,1.8992843007222031,1.8987450225767757,3.6567129911488108,4.053876325009905,5.5933284636990965,5.59839302412115,8.55,0,246.76999212003994,0,2.5238785396684777,0.9713673237772159,8.465491867769313
current_position,1.0,5,0,5,100.0,20.950000000000003,1.3559937108219238,1.3552391892125308,3.656738009617193,4.257790965073228,6.540735247963804,6.559352573320375,8.650000000000002,0,247.84638214355658,0,3.436881824483518,3.5883357562179703,8.727566382027923
predicted_position,1.0,5,0,5,100.0,21.200000000000003,0.9549293119434559,0.9545031438518199,3.6567534214968633,4.2447764786709765,8.934759874710892,8.954850782328792,8.700000000000003,0,250.05023070123252,0,7.98698692672661,2.286177228650644,9.40426239299656
current_position,1.5,5,0,5,100.0,23.0,0.9826476056755673,0.9826476056755673,3.6567128699633265,3.95007936426002,14.92089480473778,14.944784433463093,10.700000000000003,0,253.0122206033887,0,10.309125535327311,9.011846659904622,14.80102251502644
predicted_position,1.5,5,0,5,100.0,21.650000000000002,0.7492177447024042,0.7492177447024042,3.656712873481193,3.9404756518681365,12.467241465173343,12.4964808085785,10.100000000000001,0,248.78251740107407,0,7.698662882014798,8.045125130331137,10.212309722630405
