k_form,reached_goal_and_formation,completion_time_s,mean_formation_error_m,max_formation_error_m,final_formation_error_m,uav_0_distance_m,uav_1_distance_m,uav_2_distance_m,uav_3_distance_m,uav_4_distance_m,total_flight_distance_m,max_abs_roll_deg,max_abs_pitch_deg,attitude_change_rms_deg_per_s,visual_rotor_speed_min_rad_per_s,visual_rotor_speed_max_rad_per_s,max_actual_speed_m_per_s,all_validations_passed
0.3,True,26.75,6.0553446049775905,9.7373073809004,0.991476814023119,49.99455800577907,48.10316118350974,48.6336455590757,48.243027757451785,49.38346644994343,244.35785895575972,1.882271874631723,11.184461255101864,9.209181072497271,41.66205780556084,48.33794219443916,3.0,True
0.6,True,20.650000000000002,3.947399322216315,4.997744827149155,0.9850352083201297,49.795448994309986,48.17754419999661,48.85392182079753,48.386784406063384,49.36375532490865,244.57745474607617,3.1271859399208988,11.184461255101864,12.460889594957102,40.45919805234486,48.83330442522216,3.0,True
1.0,True,18.35,2.662261829076924,2.999998039426725,0.9895655572823753,49.19708376860014,47.90671049644976,48.68625642689188,48.171124511887896,48.9465436213013,242.90771882513098,5.008976478576221,11.184461255101864,14.555251001271483,37.4319967539081,51.388840708703604,3.0,True
